"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
"in-32b8a1d57390d52d","indeed","https://www.indeed.com/viewjob?jk=32b8a1d57390d52d","https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Nashville/Full-Time-Business-Development-Specialist-Nashville--TN-2025_548357/?source=Indeed","Full Time-Business Development Specialist-Nashville, TN-2025","Philips","Nashville, TN, US","2025-02-17","fulltime","direct_data","hourly",24.0,28.0,"USD",False,"","","","","### **Job Title**


Full Time\\-Business Development Specialist\\-Nashville, TN\\-2025### **Job Description**


The goal of a General Sales Support is to take a prospective lead, generate interest to customer, qualify the lead using the budget, authority, need, timeframe approach.  

  

Your role:

* Responsible for generating and qualifying sales leads/opportunities for PCMS (Patient Care Monitoring Systems, IS (Imaging Systems) and Ultrasound products.
* Builds relationships with prospective customers with the primary focus on lead generation and the development of new and existing accounts
* Uncover ways to raise brand awareness for Philips product portfolio and gain account intelligence for new/existing accounts including: current equipment, number of units, decision maker and future plans
* Responsible for managing the Philips relationship with customers and independently drive account needs or problems through resolution

  

You're the right fit if:  

* Bachelor's degree in business and customer service skills.
* Possess a very strong phone presence for taking inbound calls and making outbound cold calls as well as collaborating with internal stakeholders
* Ability to apply persuasive selling skills via telephone to address customer needs and Ability to build relationships with key decision makers.
* Presentation, Planning, and Organizational skills and Experience using CRM tools such as Salesforce or equivalent helpful but not necessary. Skills with Microsoft Office Suite: Word, Excel, Outlook, and Power Point
* You must be able to successfully perform the following minimum Physical, Cognitive and Environmental job requirements with or without accommodation for this position.

  

How we work together:  

We believe that we are better together than apart. For our office\\-based teams, this means working in\\-person at least 3 days per week. Onsite roles require full\\-time presence in the company’s facilities. Field roles are most effectively done outside of the company’s main facilities, generally at the customers’ or suppliers’ locations.  

  

This is an office role.  

  

About Philips:  

We are a health technology company. We built our entire company around the belief that every human matters, and we won't stop until everybody everywhere has access to the quality healthcare that we all deserve. Do the work of your life to help improve the lives of others.  

  

* Learn more about our business.
* Discover our rich and exciting history.
* Learn more about our purpose.
* Learn more about our commitment to diversity and inclusion.

  

Philips Transparency Details:  

The hourly pay range for this position is $24 to $28\\.00, plus overtime eligible. The actual base pay offered may vary depending on multiple factors including job\\-related knowledge/skills, experience, business needs, geographical location, and internal equity.  

  

In addition, other compensation, such as an annual incentive bonus, sales commission or long\\-term incentives may be offered. Employees are eligible to participate in our comprehensive Philips Total Rewards benefits program, which includes a generous PTO, 401k (up to 7% match), HSA (with company contribution), stock purchase plan, education reimbursement and much more. Details about our benefits can be found here.  

  

Additional Information:  

US work authorization is a precondition of employment. The company will not consider candidates who require sponsorship for a work\\-authorized visa, now or in the future.  

  

Company relocation benefits will not be provided for this position. For this position, you must reside in or within commuting distance to Nashville.
This requisition is expected to stay active for 45 days but may close earlier if a successful candidate is selected or business necessity dictates. Interested candidates are encouraged to apply as soon as possible to ensure consideration.

*Philips is an* *Equal Employment and Opportunity* *Employer/Disabled/Veteran* *and maintains a drug\\-free workplace.*","","https://www.indeed.com/cmp/Philips","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/5811f99cfc10136c2f766e1ecddc2567","https://www.careers.philips.com/global/en/","Amsterdam","5,001 to 10,000","more than $10B (USD)",""
"in-7a581622ca2fa975","indeed","https://www.indeed.com/viewjob?jk=7a581622ca2fa975","http://www.indeed.com/job/pharmacy-technician-shipping-departmentfront-end-specialist-7a581622ca2fa975","Pharmacy Technician (shipping department/front end specialist)","Midtown Express Pharmacy","Nashville, TN, US","2025-02-17","fulltime","direct_data","hourly",14.0,16.0,"USD",False,"","","","","**Position Accountable to: Operations Manager**

We are looking for rock stars to add to our team. Qualities of a rock star pharmacy technician would include, but are not limited to, the following: (1\\) strong ethical character, (2\\) strong organizational skills, (3\\) ability to work well with others, (4\\) put others’ needs before yours, and (5\\) self\\-motivated.

This is a full\\-time position (40 hours per week).

**Why you would love working for us**

* We're not your ""typical"" retail pharmacy, easy going environment with limited in person interaction
* Family owned company with competitive benefits
* Relaxed dress code
* No nights or weekends
* Monthly themed potlucks
* Birthday treats

**Hours:** Full\\-time set schedule. Monday\\-Friday from 8:30am to 5:00pm

**Result Statement (this position is accountable for producing the following results):** This position provides an opportunity for an exceptional Pharmacy Technician (will license if not already) to work and thrive in one of the most unique compounding pharmacies in the United States, to excel in a high impact patient focused role and to positively impact the lives of others.

The ideal candidate must have superb customer service skills, and be able to multitask, so if you're looking for a fast pace and team\\-oriented pharmacy, please apply!

**Tactical Work Listing (tactical work for which the position is accountable):**

1\\. Packs pharmaceutical preparations that may include compounded medications, oral medications, topical medications, injectable medications, supplies, and patient education materials in an appropriate package for shipping.

* Package prescriptions to compliance with the law
* Understanding of lead times associated with different shipment methods
* General knowledge of storage conditions
* Designing custom fit packaging to ensure safety of prescriptions delivery
* High interaction with staff to communicate core information about prescriptions leaving the pharmacy
* Keep track of shipping supplies inventory levels and order from wholesaler and other companies when needed
* Provides support for pharmacy team in a variety of roles
* Calling patients to gather payment or other information prior to shipping medication
* Assist with sales of prescription and non\\-prescription items for patients that walk into the pharmacy
* Unpack incoming orders, verify correct pricing, put items on shelves or in display area in a timely manner
* Ring sales, enter inventory information, and add customer information in POS system
* End of day closing and balancing of cash register (cash register accuracy)
* Managing will\\-call bin and return to stocks
* Performs other duties and provides support in other areas of pharmacy as assigned.
* Physical requirements\\- must be able to stand for majority of shift (8 hours), lift up to 20 lbs

**Standards (quantity, quality and behavior standards for which this position is accountable for):**

***Position Specific:***

1\\. Prioritize workload based on priority

2\\. Work station is to be kept clean and free of clutter  
3\\. Communicating openly and respectfully with fellow staff members, technician managers, and pharmacist supervisors to ensure smooth and efficient pharmacy operations

4\\. At work station ready for work at start of shift (5 minutes early is considered on time)

5\\. Strong attention to details and highly organized

***Company\\-Wide:***

1\\. All work will be performed according to company policies and standards, as well as in the spirit of the company's culture and goals

2\\. All patient telephone calls will be returned within two hours whenever possible, or within one business day at the latest (this is the responsibility of the person taking the message).

3\\. No personal cell phones while working, including texting as well as calling

4\\. All HIPAA regulations will be followed.

5\\. All proprietary company information will be held as strictly confidential outside the company

6\\. Immediate manager will be notified of any issues that cannot be resolved, or deadlines that cannot be met within a reasonable time frame, and before the deadline has arrived.

7\\. The company dress code will be followed at all times

8\\. Employees will respect each other's time, space and need for concentration. Socializing and interruptions must not impede workflow.

9\\. Patients have our full attention when they are on the phone.

10\\. All employees are expected to be on time and at their work station for the start of their shift. Always be ""fully present"".

Work hours are Monday through Friday from 8:30AM to 5PM with a 30 minute lunch break

11\\. The store should be neat and clean at all times

Job Type: Full\\-time

Pay: $14\\.00 \\- $16\\.00 per hour

Benefits:

* 401(k)
* Dental insurance
* Health insurance
* Health savings account
* Life insurance
* Paid time off
* Vision insurance

Schedule:

* 8 hour shift
* Monday to Friday
* No nights
* No weekends

Work Location: In person","","https://www.indeed.com/cmp/Midtown-Express-Pharmacy-1","","","","","",""
"in-f13b6f35e3905848","indeed","https://www.indeed.com/viewjob?jk=f13b6f35e3905848","http://www.indeed.com/job/brand-specialist-f13b6f35e3905848","Brand Specialist","Stafford Skincare Solutions","Clarksville, TN, US","2025-02-17","fulltime","direct_data","yearly",70000.0,100000.0,"USD",False,"","","","","We are seeking highly motivated individuals to establish and manage their own community publication. As a Publisher, you will operate independently while benefiting from our comprehensive support and proven business model, ensuring a predictable path to success.

Responsibilities:

* Collaborate with the Market Development team to identify and establish your market
* Ensure the financial health and sustainability of the magazine
* Oversee content and various aspects of the publication
* Conduct presentations to sell print and digital advertising opportunities to local businesses
* Engage with potential clients face\\-to\\-face within your local area

Support and Training:

* Extensive training and support provided for all aspects of starting and managing the publication

Key Attributes for Success:

* Outgoing and professional demeanor
* Confidence and enthusiasm
* Empathy and resilience
* Integrity and community orientation
* Passion for local community engagement

Compensation:

* Recurring, residual commission with unlimited earning potential
* Opportunity to build a substantial and sustainable income

If you are driven, community\\-focused, and eager to build a successful publication, we invite you to join us and embark on this rewarding opportunity.

Job Type: Full\\-time

Pay: $70,000\\.00 \\- $100,000\\.00 per year

Benefits:

* Employee discount
* Flexible schedule
* Paid time off
* Professional development assistance

Schedule:

* 8 hour shift
* Day shift
* Monday to Friday
* No nights
* No weekends

Application Question(s):

* Do you live in Clarksville, TN? Applicants must currently in Tennessee.

Work Location: In person","","https://www.indeed.com/cmp/Stafford-Skincare-Solutions","","","","","",""
"in-18c75d925c3dc988","indeed","https://www.indeed.com/viewjob?jk=18c75d925c3dc988","http://www.indeed.com/job/grants-specialist-18c75d925c3dc988","Grants Specialist","Devcare","Nashville, TN, US","2025-02-17","contract","direct_data","hourly",19.0,25.0,"USD",False,"","","","","Land and Water Conservation Fund Program Grants Specialist. Administer of grants for LWCF program Includes applications, Contracts, Grant Management System and activities, inspections, etc. Comply with federal deadlines and regulations.

**Overview**

We are seeking a skilled Grant Writer to join our team. The ideal candidate will be responsible for securing funding through grants and other sources to support our organization's mission and projects.

**Duties**

* Research and identify grant funding opportunities
* Write clear, compelling, and persuasive grant proposals
* Manage the grant application process from start to finish
* Maintain accurate records of grants, submissions, and outcomes
* Collaborate with internal teams to gather information for proposals
* Negotiate and manage contracts related to grants
* Utilize tools such as DocuSign for document management
* Procure necessary documentation for grant applications
* Oversee contractor management related to grant\\-funded projects
* Implement change management strategies as needed

**Skills**

* Proficient in business development strategies related to grant funding
* Strong research skills to identify appropriate grant opportunities
* Experience in contract negotiation and management
* Familiarity with tools like DocuSign for document handling
* Excellent proposal writing abilities
* Knowledge of records management practices
* Ability to manage contractors effectively
* Understanding of change management principles in a nonprofit setting

Job Type: Contract

Pay: $19\\.00 \\- $25\\.00 per hour

Work Location: In person","","https://www.indeed.com/cmp/Devcare-6","","","","","",""
"in-cbedd827e8fa6719","indeed","https://www.indeed.com/viewjob?jk=cbedd827e8fa6719","https://vumc.wd1.myworkdayjobs.com/en-US/vumccareers/job/Nashville-TN/Senior-Clinical-Documentation-Specialist--RN-required---CCDS-or-CDIP-cert-preferred-_R-36916-1","Senior Clinical Documentation Specialist (RN required) (CCDS or CDIP cert preferred)","Vanderbilt University Medical Center","Nashville, TN, US","2025-02-17","fulltime","","","","","",False,"","","","","**Discover Vanderbilt University Medical Center** : Located in Nashville, Tennessee, and operating at a global crossroads of teaching, discovery, and patient care, VUMC is a community of individuals who come to work each day with the simple aim of changing the world. It is a place where your expertise will be valued, your knowledge expanded, and your abilities challenged. Vanderbilt Health is committed to an environment where everyone has the chance to thrive and where your uniqueness is sought and celebrated. It is a place where employees know they are part of something that is bigger than themselves, take exceptional pride in their work and never settle for what was good enough yesterday. Vanderbilt’s mission is to advance health and wellness through preeminent programs in patient care, education, and research.


**Organization:**

HIM \\- CDE \\- 2
**Job Summary:**

JOB SUMMARY
  

Ensures capture of discharge diagnosis and procedures independently. Documents the patient's clinical status and care provided. Performs concurrent review of patient records for documentation to support assignment of clinical codes.
.


KEY RESPONSIBILITIES
  

* Performs assessment of patient records to evaluate documentation for accuracy, legibility and completeness.
* Works with coding staff to ensure documentation of discharge diagnoses, including any coexisting co\\-morbidities, and procedures are complete.
* Communicates with providers regarding missing, unclear, or conflicting clinical documentation.
* Collaborates with case managers, nursing staff, and other staff on documentation issues and resolves provider queries prior to patient discharge.
* Monitors provider documentation queries for timely and compliant response and escalates issues.
* The responsibilities listed are a general overview of the position and additional duties may be assigned.

  

TECHNICAL CAPABILITIES
  

* Relationship Management: Manages internal and external organizational relationships with clients, vendors, partners and staff.
* Critical Thinking (Novice): The objective analysis and evaluation of an issue in order to form a judgment.
* Medical Coding (Intermediate): The transformation of healthcare diagnosis, procedures, medical services, and equipment into universal medical alphanumeric codes.
* Verbal Communication (Novice): Ability to enunciate clearly, using appropriate voice control and body language. Effectively transmits technical and business ideas and information to others. Listens carefully to ascertain points being made before trying to be understood.
* Written Communication (Novice): Demonstrates the ability to write clear, detailed, and comprehensive status reports, memos and documentation. Demonstrates an understanding of effective composition, such as having first line in a paragraph state the subject.
**Our Nursing Philosophy:**

We believe highly skilled and specialized nursing care is essential to Vanderbilt University Medical Center’s mission of quality in patient care, education and research. We believe nursing is an applied art and science focused on helping people, families and communities reach excellent health and well\\-being.


As a Vanderbilt University Medical Center employee, you make a difference to our patients and their families by bringing compassion and care to those in need of hope and healing. Please see our current employee benefits offered:


* Affordable High Quality Health Plan Options
* Dental and /or vision plan
* 403 (b) retirement plan
* Paid Time off (flex PTO)
* Tuition Reimbursement and adoption assistance (maximums applied)
* Short\\-Long term disability
* Subsidized backup childcare
* And many more... **Ask us about our current inpatient nursing supplemental Pay Program!**

**Achieve the Remarkable:**

Learn more about VUMC Nursing:


* **Nursing Careers** : http://www.vumcnursingcareers.com/index.html
* **Benefits** : http://www.vumcnursingcareers.com/benefits.html
* **Our Nursing Philosophy** : http://www.vumcnursingcareers.com/philosophy.html
* **Our Nursing Leadership** : http://www.vumcnursingcareers.com/leadership.html
* **Shared Governance** : http://www.vumcnursingcareers.com/shared\\-governance.html
* **Education\\& Professional Development** : http://www.vumcnursingcareers.com/professional\\-development.html
* **Life In Nashville** : http://www.vumcnursingcareers.com/nashville.html
* **VUMC Nursing** : http://www.mc.vanderbilt.edu/root/vumc.php?site\\=vanderbilt\\-nursing

**Core Accountabilities:**

Organizational Impact: Independently delivers on objectives with understanding of how they impact the results of own area/team and other related teams. Problem Solving/ Complexity of work: Utilizes multiple sources of data to analyze and resolve complex problems; may take a new perspective on existing solution. Breadth of Knowledge: Has advanced knowledge within a professional area and basic knowledge across related areas. Team Interaction: Acts as a ""go\\-to"" resource for colleagues with less experience; may lead small project teams.
**Core Capabilities** **:**

Supporting Colleagues: \\- Develops Self and Others: Invests time, energy, and enthusiasm in developing self/others to help improve performance e and gain knowledge in new areas. \\- Builds and Maintains Relationships: Maintains regular contact with key colleagues and stakeholders using formal and informal opportunities to expand and strengthen relationships. \\- Communicates Effectively: Recognizes group interactions and modifies one's own communication style to suit different situations and audiences. Delivering Excellent Services: \\- Serves Others with Compassion: Seeks to understand current and future needs of relevant stakeholders and customizes services to better address them. \\- Solves Complex Problems: Approaches problems from different angles; Identifies new possibilities to interpret opportunities and develop concrete solutions. \\- Offers Meaningful Advice and Support: Provides ongoing support and coaching in a constructive manner to increase employees' effectiveness. Ensuring High Quality: \\- Performs Excellent Work: Engages regularly in formal and informal dialogue about quality; directly addresses quality issues promptly. \\- Ensures Continuous Improvement: Applies various learning experiences by looking beyond symptoms to uncover underlying causes of problems and identifies ways to resolve them. \\- Fulfills Safety and Regulatory Requirements: Understands all aspects of providing a safe environment and performs routine safety checks to prevent safety hazards from occurring. Managing Resources Effectively: \\- Demonstrates Accountability: Demonstrates a sense of ownership, focusing on and driving critical issues to closure. \\- Stewards Organizational Resources: Applies understanding of the departmental work to effectively manage resources for a department/area. \\- Makes Data Driven Decisions: Demonstrates strong understanding of the information or data to identify and elevate opportunities. Fostering Innovation: \\- Generates New Ideas: Proactively identifies new ideas/opportunities from multiple sources or methods to improve processes beyond conventional approaches. \\- Applies Technology: Demonstrates an enthusiasm for learning new technologies, tools, and procedures to address short\\-term challenges. \\- Adapts to Change: Views difficult situations and/or problems as opportunities for improvement; actively embraces change instead of emphasizing negative elements.
**Position Qualifications:**

**Responsibilities:**

**Certifications:**

LIC\\-Registered Nurse \\- Licensure\\-Others
**Work Experience:**

Relevant Work Experience  

  

**Experience Level:**

3 years
**Education:**

Graduate of an approved discipline specific program
*Vanderbilt Health is committed to fostering an environment where everyone has the chance to thrive and is committed to the principles of equal opportunity. EOE/Vets/Disabled.*","","https://www.indeed.com/cmp/Vanderbilt-University-Medical-Center","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/6df5095913dcbf108f67854658d7881c","https://www.vumc.org","Nashville, TN","10,000+","$1B to $5B (USD)","Vanderbilt’s mission is to advance health and wellness through preeminent programs in patient care, education, and research."
"li-4156453474","linkedin","https://www.linkedin.com/jobs/view/4156453474","","Reunion Travel Coordinator","Dream Venture Travel","Nashville, TN","2025-02-16","","","","","","","","","","","","","","https://www.linkedin.com/company/dream-venture-travel","","","","","",""
"li-4132970057","linkedin","https://www.linkedin.com/jobs/view/4132970057","","Operations Analyst","HCA Healthcare","Nashville, TN","2025-02-15","","","","","","","","","","","","","","https://www.linkedin.com/company/hca","","","","","",""
"li-3952437786","linkedin","https://www.linkedin.com/jobs/view/3952437786","","Transportation Specialist, Linehaul","Amazon","Nashville, TN","2025-02-15","","","","","","","","","","","","","","https://www.linkedin.com/company/amazon","","","","","",""
"li-4153190520","linkedin","https://www.linkedin.com/jobs/view/4153190520","","Quality Assurance Specialist","Kats Botanicals","Old Hickory, TN","2025-02-14","","","","","","","","","","","","","","https://www.linkedin.com/company/kats-botanicals","","","","","",""
"li-4155873705","linkedin","https://www.linkedin.com/jobs/view/4155873705","","Remote Relationship Specialist","Globe Life","Nashville, TN","","","","","","","","","","","","","","","https://www.linkedin.com/company/globelife","","","","","",""
"zr-zzw6URGokAZ5qdQy_JUPEQ","zip_recruiter","https://www.ziprecruiter.com/jobs//j?lvk=zzw6URGokAZ5qdQy_JUPEQ","","Food Safety Specialist","AFC Franchise Corp.","Nashville, TN, USA","2025-02-16","","","","","","","","","","job_board","","Job DescriptionAs North America's largest Asian\\-inspired prepared foods supplier, Advanced Fresh Concepts Franchise Corp. ( AFCFC ) provides consumers with an industry leading selection of diverse ready\\-to\\-eat meals. With over $1 billion in sales, approximately 500employees and a presence in more than 4,500 supermarkets and other food service establishments, AFCFC is positioned to innovate and grow, now and in the future.Position OverviewAdvanced Fresh Concepts Franchise Corporation (AFCFC) is looking for aFood Safety Specialistwho will oversee and routinely conduct inspections of franchise locations to ensure safety and sanitation procedures and regulations are maintained and compliant to SSOP, store requirements, and the state and local laws.Key Responsibilities \\& DutiesOversee food safety and sanitation procedures for retail food service establishmentsConduct routine inspections of franchise locations to determine compliance with SSOP, store requirements, and state and local lawsEducate operators during routine visits on food safety, internal policies, and operational proceduresConduct investigations on reported matters of product quality, food service operation compliance and related categoriesLead Food Safety Training/Discussion sessions with operators and partnersEstablish, develop, and maintain alliances with regulatory and industry partnersQualifications \\& SkillsBA/BS Degree in Biology, Food Science, Environmental Health, Microbiology, or related field of scienceA minimum of two years of food safety inspection experienceKnowledge in food safety (Retail Food Code) is requiredREHS/RS or CP\\-FS credential is a plusExperience in retail food service is a plusMust have a valid driver s license and maintain an excellent Motor Vehicle RecordOvernight travel per month extensiveAbility to work nights, weekends, and holidaysAbility to manage time efficiently and execute projects diligentlyFluent in Microsoft applications: Word, Excel, PowerPoint, OutlookMust have excellent oral and written communication skills; be able to converse calmly and effectively during crisis situationsPhysical Demands:Prolonged periods sitting at a desk and working on a computerMust be able to lift up to 15 pounds at a timeEmployee Benefits:Our comprehensive benefits package includes group medical, dental, and vision health benefits, basic life and AD\\&D insurance, flexible paid time off (PTO), paid holidays, and a 401(k)\\-retirement plan with company matching.","","","","","","","",""
"zr-FIHfPPTAHzs3CS9cjZ6Xsw","zip_recruiter","https://www.ziprecruiter.com/jobs//j?lvk=FIHfPPTAHzs3CS9cjZ6Xsw","","Registered Nurse - Pulmonary Clinic - Full Time Days","Williamson Health","Nashville, TN, USA","2025-02-15","","","","","","","","","","staffing","","**Summary** 
  

  

 Located in Franklin, Tennessee, Williamson Health is one of the South's most exceptional health care systems with a 203 bed hospital (Williamson Medical Center), over 40 providers at our Williamson Health Medical Group locations, the Bone \\& Joint Institute and the Monroe Carell Junior Children's Hospital Vanderbilt at Williamson Medical Center. Williamson Health offers comprehensive in\\-patient and out\\-patient services. We have more than 825 providers representing over 70 medical specialties and sub\\-specialties.
   

  

 Williamson Health is a system where your talents will be valued and your skillset expanded. We are rooted in our promise to world\\-class, compassionate care for the residents of Williamson County and surrounding communities, taking exceptional pride in serving our community. We're committed to empowering our employees to work in innovative ways and reserve time and space for curiosity, laughter and creativity. We value and support the diversity and cultural differences among one another and are committed to upholding an inclusive environment that appreciates the uniqueness of all individuals. Our values are at the heart of everything we do: respect for every individual, the health and total well\\-being of all people, human compassion and integrity. These shape who we are as an organization and are essential for delivering the highest level of culturally competent care and treatment of every patient, family member, visitor, physician and employee.
   

  

 Williamson Health is pleased to offer a comprehensive benefits program, that offers you choice and flexibility, so you can take charge of your physical, financial, and emotional well\\-being.
   

 o Medical, Dental, Vision
   

 o PTO
   

 o Retirement Matching
   

 o Tuition reimbursement
   

 o Discount programs
   

 o FSA (Flexible Spending Accounts)
   

 o Identity Theft Protection
   

 o Legal Aid
   

  

 Williamson Health is an equal\\-opportunity employer and a drug\\-free workplace.
   

  

 Position Summary:
   

 This position provides clinical nursing support to Williamson Medical Group by communicating clinical information to patients and businesses, scheduling tests and consultations, obtaining clinical specimens, assessing patients, performing clinical office procedures and maintaining adequate clinical supplies.
   

  

 Position Requirements:
   

 Formal Education / Training:
   

 Earned a nursing diploma or degree from a college or university
   

 Licensed by the State of Tennessee.
   

  

 Workplace Experience:
   

 At least one year of experience in medical office environment
   

  

 Equipment and Skills Training:
   

 Must be competent in the use Glucometer, BP cuff, thermometer, computer, autoclave, stethoscope, audioscope, business phone and various oral and injectible medications.
   

  

 Physical Environment:
   

 Office environment
   

  

 Physical Effort:
   

 Must be able to sit, stand, communicate, in English, both orally and in writing and lift over 20 pounds
   

  

 Key Results:
   

 Accurately records patient's medical history and vital signs.
   

 Gives patients immunizations and injections as appropriate.
   

 Counsel patients on health related issues.
   

 Orders and maintains clinical supplies and pharmaceuticals.
   

 Coordinates referrals to other medical services
   

 Secures consultations and specialists.
   

 Triages phone calls and addresses patient portal messages.
   

 Obtain prior authorization for medications and diagnostic testing
   

 Maintains quality assurance for office lab
   

 Assists physician with office/surgical procedures
   

 Observes universal precautions
   

 Observes proper lifting techniques to prevent injury
   

 Coordinates with pharmacies to insure patients have adequate supplies of medicine","","","","","","","",""
"zr-bKmIC6KcoQ57bK-e1YA9cA","zip_recruiter","https://www.ziprecruiter.com/jobs//j?lvk=bKmIC6KcoQ57bK-e1YA9cA","","Medicare Sales Specialist","Propel Personnel","Nashville, TN, USA","2025-02-14","fulltime","direct_data","yearly",75000.0,90000.0,"USD","","","","subs_fulfillment","","**Medicare Sales Specialist** 
  

  

**Position Summary** 
  

  

 A leading provider of Medicare solutions, dedicated to offering tailored healthcare products that address the unique needs of each client, is seeking a passionate and knowledgeable Medicare Sales Specialist to join their team.
   

  

 In this position, you will play a key role in educating potential clients on the various Medicare options available to them. You will assist clients in selecting the right plan to match their healthcare needs, ensuring they are well\\-informed and supported throughout the decision\\-making process.
   

  

**Primary Responsibilities** 



* Engage with prospective clients to understand their healthcare priorities and provide clear guidance on Medicare options and coverage.
* Deliver informative presentations and support clients through the Medicare enrollment process, ensuring compliance with all regulations.
* Foster long\\-term relationships with clients by offering ongoing assistance and addressing any questions or issues regarding their Medicare plans.
* Maintain up\\-to\\-date and accurate records of client interactions and sales activities in line with industry guidelines.
* Keep informed of Medicare policies, plan updates, and industry trends to provide clients with the most relevant advice.



**Qualifications** 



* Experience in Medicare sales, as an insurance agent, or in a similar role.
* Exceptional communication and relationship\\-building skills.
* Customer\\-focused with the ability to understand and address client concerns.
* Knowledge of Medicare compliance and industry standards is a plus.



**Medicare Sales Positions Offer** 



* Competitive base salary plus performance\\-based bonuses.
* Full benefits package including health, dental, vision, and 401(k).
* Access to ongoing training and career growth opportunities.
* A supportive and team\\-oriented environment that values work\\-life balance.
* Flexible remote work options available.","","","","","","","",""
"zr-pDCoCtb-djzUDcH3ZJVbeQ","zip_recruiter","https://www.ziprecruiter.com/jobs//j?lvk=pDCoCtb-djzUDcH3ZJVbeQ","","CLIENT RETENTION De ESCALATION SPECIALIST","Wesley Group","Franklin, TN, USA","2025-02-14","","direct_data","yearly",50000.0,50000.0,"USD","","","","agency","","**Client Retention Specialist** 
  

**Department:** 
 Client Retention
   

**Reports to:** 
 Client Retention Team Lead
   

**Location:** 
 Franklin, TN (On\\-Site)
   

**Schedule:** 
 Full\\-Time,
 **Monday–Thursday** 
 9am \\- 5pm
 **Friday** 
 9am \\- 3pm
 


**About Wesley Financial Group** 

 At Wesley Financial Group, we are committed to helping clients regain financial freedom by providing industry\\-leading timeshare exit solutions. Our team is dedicated to integrity, professionalism, and outstanding customer service. Join us and become part of a company that values its employees as much as its clients!
 


**Job Overview** 

 As a
 **Client Retention Specialist** 
 , you will play a key role in maintaining positive client relationships by handling escalated concerns with professionalism, compassion, and efficiency. You will be responsible for researching client disputes, providing fair resolutions, and collaborating with multiple departments to ensure customer satisfaction.
 


**Key Responsibilities:** 
* Utilize Salesforce to track, update, and manage escalated cases.
* Maintain a consistent schedule for clients to book appointments in advance.
* Investigate client disputes by reviewing recorded phone calls and case notes.
* Communicate with clients via phone and email to de\\-escalate and resolve concerns.
* Work closely with internal teams to provide feedback for process improvements.
* Respond promptly to emails, Slack messages, and Salesforce correspondence.
* Maintain a professional and objective approach to all client interactions.
* Perform additional tasks as assigned.


**What We’re Looking For:** 
* Minimum
 **3 years of experience** 
 in a similar role, specializing in conflict resolution, de\\-escalation, and negotiation.
* At least
 **1 year of experience** 
 with
 **Salesforce** 
 and
 **Google Suite** 
 .
* Strong time management and multitasking abilities.
* Excellent verbal and written communication skills.
* A positive, professional attitude with the ability to remain fair and objective.
* Ability to handle conversations with clients in a stressed or emotional state.
* Flexibility and adaptability in a fast\\-paced environment.


**Why Join Us?** 

 We believe in taking care of our employees just as much as our clients. When you join Wesley Financial Group, you’ll enjoy:
 



  

**Comprehensive Benefits Package** 
 (Medical, Dental, Vision)
   

**401(k) with Company Match** 
  

**Paid Time Off (PTO) \\& 11 Paid Holidays** 
  

**Growth \\& Career Development Opportunities** 
  

**Positive \\& Collaborative Work Environment** 
  

**Employee Recognition Programs** 



**Apply Today!** 

 If you're passionate about helping others and excel at problem\\-solving, we want to hear from you! Join a company that values integrity, teamwork, and client satisfaction.
 




  

 Schedule:
   

  

 Full Time In Office at our Franklin, TN Headquarters
   

  

 Monday \\- Thursday 9am \\- 5pm Friday 9am \\- 3pm
   

  


**Compensation details:** 
 50000\\-50000 Yearly Salary
 


  

  


 PI842e9ab758fc\\-25405\\-36939355","","","","","","","",""
